work_id,work_category,state,constituency,mp_name,ida,work_description,recommended_date,recommended_amount,sanctioned_date,sanctioned_amount,work_status,lifecycle_stage,completion_date,amount_disbursed,image_available,sanction_delay_days,implementation_duration_days,days_since_sanction_as_of_2026_08_27,total_project_duration_days_as_of_2026_08_27,amount_difference_sanctioned_minus_recommended,sanction_ratio,disbursement_ratio,completion_record_match,status_vs_completion_record_conflict,state_consistent_rec_san,ida_consistent_rec_san,category_consistent_rec_san,description_consistent_rec_san,mp_consistent_rec_san,state_consistent_with_completed,ida_consistent_with_completed,category_consistent_with_completed,description_consistent_with_completed,mp_consistent_with_completed,date_consistency_issue,financial_consistency_issue,potential_amount_anomaly,consistency_issue_count,data_completeness_score
WS/MP18024/2025-2026/148304-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Construction of Boundary Wall Mahapurukhya Sanskritik Bikash Kendra, Begenabari, Aideu Bari Habi, Sarupather GP",2024-10-18,200000,2025-05-16,200000,Vendor Identification,Sanctioned - Not Completed,,,,210,,468.0,678.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18024/2025-2026/148305-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Construction of Banhbari Namghar, Dhuniapather, 1 no Hawfaw, Longpatia GP",2024-10-18,200000,2025-05-16,200000,Physical Inspection,Sanctioned - Not Completed,,,,210,,468.0,678.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18024/2025-2026/148306-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Construction of Rohan Gohain Gaon Puroni Namghar, 1 no Rohan Pather, Rohan GP",2024-10-18,199924,2025-05-16,199924,Physical Inspection,Sanctioned - Not Completed,,,,210,,468.0,678.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18024/2025-2026/148307-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Construction of Community Centre near at Kanubari Bagan Siva Mandir, Bhugbari, Kanubari Bagan, Haridev GP",2024-10-18,200000,2025-08-14,200000,Vendor Identification,Sanctioned - Not Completed,,,,300,,378.0,678.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18024/2025-2026/148308-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Construction of Boundary Wall at Moranhabi Bor Namghar, Nagahat, Michajan Gohain Gaon, Ahukhat GP",2024-10-18,200000,2025-05-16,200000,Work Completed,Sanctioned - Not Completed,,,,210,,468.0,678.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18024/2025-2026/148519-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Construction of Bor Namghar Boundary Fencing from Deogharia, Rangali, Udaypur GP",2024-10-19,200000,2025-06-03,200000,Vendor Identification,Sanctioned - Not Completed,,,,227,,450.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
"WS/MP18024/2025-2026/148520-Constructionofroads,linkroads,pathwaysoranyotherroadwithorwithoutdrainagesystem",Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Upgradation of Road from Japidhora Pion Road to Bhojo bridge, Kakotibari, Japidhora Gaon, Bhoralipukhuri GP",2024-10-19,200000,2025-06-03,200000,Vendor Identification,Sanctioned - Not Completed,,,,227,,450.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18024/2025-2026/148521-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Roof cast with G.C.I. Sheet Borchahaki Stage Making, Moranjan, Kharhgaria Deodhai, Doba GP",2024-10-19,200000,2025-06-03,200000,Vendor Identification,Sanctioned - Not Completed,,,,227,,450.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18024/2025-2026/148522-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Construction of Janghal Block Mishing Namghar, Kachumari, Janghal Block, Bordoba GP",2024-10-19,250000,2025-06-03,250000,Vendor Identification,Sanctioned - Not Completed,,,,227,,450.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18024/2025-2026/148523-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Paving and earthwork of floor of Bishrampur weekly Market House, Lukhurakhan Bishrampu, Milan GP",2024-10-19,200000,2025-06-03,200000,Vendor Identification,Sanctioned - Not Completed,,,,227,,450.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
"WS/MP18024/2025-2026/148524-Constructionofroads,linkroads,pathwaysoranyotherroadwithorwithoutdrainagesystem",Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Upgradation of Domar Dolong 3 No. line Road, Sepon, Domar Dolong, Sepon GP",2024-10-19,200000,2025-06-03,200000,Vendor Identification,Sanctioned - Not Completed,,,,227,,450.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18024/2025-2026/148525-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Construction of 1 No. Chengelimora Namghar Boundary Wall, Bonamali, Buragohainbari, Desangpani GP",2024-10-19,200000,2025-06-03,200000,Vendor Identification,Sanctioned - Not Completed,,,,227,,450.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
"WS/MP18024/2025-2026/148526-Constructionofroads,linkroads,pathwaysoranyotherroadwithorwithoutdrainagesystem",Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Upgradation of Road from Pohuchungi Gaon to Pohuchungi Pathar, Timon, Pohuchung Gaon, Kakotibari GP",2024-10-19,200000,2025-06-03,200000,Vendor Identification,Sanctioned - Not Completed,,,,227,,450.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18024/2025-2026/148527-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Construction of East Lai Cheng Sarbojanin Namghar, Nizkhaloighugura GP",2024-10-19,200000,2025-06-03,200000,Vendor Identification,Sanctioned - Not Completed,,,,227,,450.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18024/2025-2026/149798-Crematoriums/energyefficientcrematoriumsorstructuresonburial/cremationground,Normal/Others,Assam,JORHAT,GAURAV GOGOI,CHARAIDEO(Deputy Commissioner Charaideo_IDA),"Construction of 1 No. Khumtai Kabarsthan Boundary Wall 14400 Sq Ft., Moranhat, Khumtai Bagan, Sarbudoy GP",2024-10-29,250000,2025-06-03,250000,Vendor Identification,Sanctioned - Not Completed,,,,217,,450.0,667.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2024-2025/139571-Constructionofculvertsandbridges,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),"Construction of Temporary Iron Bridge at Kemi River under MPLADS, for the year 2024-25",2024-09-07,3600000,2025-03-19,3600000,Work partially Completed,Sanctioned - Not Completed,,,,193,,526.0,719.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2024-2025/146770-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA),"Adivashi Kristi Vikash Kendra Rangamanch, GP & Dev. Block- Boginadi, Lakhimpur LAC",2024-10-11,500000,2025-02-24,500000,Work partially Completed,Sanctioned - Not Completed,,,,136,,549.0,685.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2024-2025/146771-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA),"Kaoimari Gorkha Kriisti Bhawan, No.1 Kaoimari, PO- Badhakora, Lakhimpur LAC",2024-10-11,500000,2025-02-24,500000,Vendor Identification,Sanctioned - Not Completed,,,,136,,549.0,685.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2024-2025/146772-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA),Namoni Dorge Ujani Khanda Yuvak Sangha u Rangamancha,2024-10-11,500000,2025-02-24,500000,Work partially Completed,Sanctioned - Not Completed,,,,136,,549.0,685.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2024-2025/146773-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA),No.2 Goroimari Chuburi Rangamancha,2024-10-11,500000,2025-02-24,500000,Vendor Identification,Sanctioned - Not Completed,,,,136,,549.0,685.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2024-2025/146775-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA),Dirgha Anchalik Rangamancha,2024-10-11,1000000,2025-02-24,1000000,Vendor Identification,Sanctioned - Not Completed,,,,136,,549.0,685.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2024-2025/146776-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA),Lachit Sangha,2024-10-11,500000,2025-02-24,500000,Vendor Identification,Sanctioned - Not Completed,,,,136,,549.0,685.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2024-2025/146777-Crematoriums/energyefficientcrematoriumsorstructuresonburial/cremationground,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA),Kadam Kachari Gaon Cremation Ground,2024-10-11,500000,2025-02-20,500000,Vendor Identification,Sanctioned - Not Completed,,,,132,,553.0,685.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2024-2025/146778-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA),Na- Ali Community Hall,2024-10-11,500000,2025-02-24,500000,Vendor Identification,Sanctioned - Not Completed,,,,136,,549.0,685.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2024-2025/146779-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA),Beharabasti Rangamancha,2024-10-11,500000,2025-02-24,500000,Vendor Identification,Sanctioned - Not Completed,,,,136,,549.0,685.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2024-2025/146780-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA),"Const. of community hall at Namoni Gamchuk Gaon, Pub Telahi GP",2024-10-11,300000,2025-01-02,300000,Vendor Identification,Sanctioned - Not Completed,,,,83,,602.0,685.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
"WS/MP410/2024-2025/148379-Constructionofroomsandfacilitiesforhospitals,FWC,PHCCentersandANMcenters",Repair and Renovation,Assam,LAKHIMPUR,Pradan Baruah,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),"Rennovation of Dekapam PHC, Jonai LAC under MPLAD, FY 2024-25",2024-10-19,1000000,2025-03-28,1000000,Work Completed,Sanctioned - Not Completed,,,,160,,517.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2025-2026/148375-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),"Const. of community hall of Puhor (CLF), Jonai LAC under MPLAD, FY 2024-25",2024-10-19,1000000,2025-07-18,1000000,Vendor Identification,Sanctioned - Not Completed,,,,272,,405.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2025-2026/148376-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),"Const. of community hall of Doksiri (CLF), Jonai LAC under MPLAD, FY 2024-25",2024-10-19,1000000,2025-07-29,1000000,Vendor Identification,Sanctioned - Not Completed,,,,283,,394.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
"WS/MP410/2025-2026/148377-Constructionofroomsandfacilitiesforhospitals,FWC,PHCCentersandANMcenters",Repair and Renovation,Assam,LAKHIMPUR,Pradan Baruah,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),"Rennovation of Ramdhan PHC, Jonai LAC under MPLAD, FY 2024-25",2024-10-19,1000000,2025-06-03,1000000,Vendor Identification,Sanctioned - Not Completed,,,,227,,450.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
"WS/MP410/2025-2026/148378-Constructionofroomsandfacilitiesforhospitals,FWC,PHCCentersandANMcenters",Repair and Renovation,Assam,LAKHIMPUR,Pradan Baruah,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),"Rennovation of Bijoypur PHC, Jonai LAC under MPLAD, FY 2024-25",2024-10-19,1000000,2025-05-27,1000000,Vendor Identification,Sanctioned - Not Completed,,,,220,,457.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP410/2025-2026/148380-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),"Const. of office building of Jonai Bar Association, Jonai LAC under MPLAD, FY 2024-25",2024-10-19,1000000,2025-08-18,1000000,Vendor Identification,Sanctioned - Not Completed,,,,303,,374.0,677.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2024-2025/153173-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),"Construction of Congregation hall (Boikhunthadham) for Morigaon Zilla Kendriya Bhagawat Charcha Committee, Bakorigaon.",2024-11-19,500000,2025-03-10,500000,Vendor Identification,Sanctioned - Not Completed,,,,111,,535.0,646.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2024-2025/153178-Constructionofcommonworksheds/commoncoveredsittingarea,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),"Construction of waiting shed at Ghuligaon Samshan, Ghagua GP Jagiroad",2024-11-19,500000,2025-03-26,500000,Work partially Completed,Sanctioned - Not Completed,,,,127,,519.0,646.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2024-2025/153186-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),"Construction of community hall at Niz-govardhar Garo gaon play ground, Jagiroad",2024-11-19,500000,2025-03-26,500000,Work partially Completed,Sanctioned - Not Completed,,,,127,,519.0,646.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2025-2026/141493-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),"Extention of boundary wall at 2 No. Bhatiakhali Milon Eidgah near Jamir Tiniali, 2 No. Bhatikhali GP Bhatiakhali",2024-12-02,200000,2026-02-05,200000,Vendor Identification,Sanctioned - Not Completed,,,,430,,203.0,633.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2025-2026/141494-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),"Extention of boundary wall at Kathpara ME School, Kathpara GP",2024-12-02,200000,2026-01-20,200000,Vendor Identification,Sanctioned - Not Completed,,,,414,,219.0,633.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2025-2026/141496-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),"Construction of boundary wall at Pachim Singimari Bir Lachit L.P. School, Singimari GP",2024-12-02,200000,2026-01-20,200000,Vendor Identification,Sanctioned - Not Completed,,,,414,,219.0,633.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2025-2026/147184-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),"Construction of Community Hall at 5 no Gagamukh near Durani Masjid. Bhurbandha,G.P Laukhowa Block",2024-10-14,200000,2026-02-03,200000,Vendor Identification,Sanctioned - Not Completed,,,,477,,205.0,682.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2025-2026/153174-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),Construction of Ranga Mancha and Rabha ghar at Baghjap,2024-11-19,500000,2025-04-02,500000,Work partially Completed,Sanctioned - Not Completed,,,,134,,512.0,646.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
"WS/MP541/2025-2026/153175-Constructionofroads,linkroads,pathwaysoranyotherroadwithorwithoutdrainagesystem",Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),"Construction of CC block road from Akbar Ali house to Hara pathar Masjid, Ward No.7",2024-11-19,700000,2025-11-10,700000,Vendor Identification,Sanctioned - Not Completed,,,,356,,290.0,646.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2025-2026/153177-Constructionofbuildingsforcommunityculturalactivities,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),"Construction of Cultural Centre for Nath Jogi Sanmilani, Lothabori",2024-11-19,500000,2025-12-24,500000,Vendor Identification,Sanctioned - Not Completed,,,,400,,246.0,646.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2025-2026/153182-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),"Construction of boundary wall for Burhaburhi Secondary school, Mayong, Jagiroad",2024-11-19,500000,2025-06-20,500000,Work partially Completed,Sanctioned - Not Completed,,,,213,,433.0,646.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2025-2026/153183-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),"Construction of cultural room at Na-khula Bor-namghar, NaKhula Gaon, Jagiroad",2024-11-19,300000,2025-07-25,300000,Vendor Identification,Sanctioned - Not Completed,,,,248,,398.0,646.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2025-2026/153185-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),"Construction of baatchora and floor for Tapola Sankori Kala Kristi Namghar, Morigaon",2024-11-19,500000,2025-04-01,500000,Work partially Completed,Sanctioned - Not Completed,,,,133,,513.0,646.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2025-2026/153187-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),"Construction of community hall at Gaurakh Nath Sanskriti Prakalpa, Machkhowa, Jaluguti",2024-11-19,1000000,2025-04-03,1000000,Work partially Completed,Sanctioned - Not Completed,,,,135,,511.0,646.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2025-2026/153672-Constructionofbuildingsforcommunityculturalactivities,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),"Construction of cultural activities house at Pub Habi Barangabari Rakh Mandir, GP-Habibarabgabari",2024-11-21,1000000,2025-04-02,1000000,Work partially Completed,Sanctioned - Not Completed,,,,132,,512.0,644.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
"WS/MP541/2025-2026/153673-PurchaseofITsystems,includinghardwareandsoftwareforeducationalpurposes",Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),"Construction of Digital Knowledge Centre for Konpai Bordoloi College, Borsila, Morigaon",2024-11-21,1000000,2025-07-29,1000000,Vendor Identification,Sanctioned - Not Completed,,,,250,,394.0,644.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2025-2026/153674-Streetlights,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),Installation of 10 nos. of Solar Light at Charan Beel water  sports facilities park.,2024-11-21,260000,2025-11-25,260000,Vendor Identification,Sanctioned - Not Completed,,,,369,,275.0,644.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2025-2026/153677-Crematoriums/energyefficientcrematoriumsorstructuresonburial/cremationground,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),"Development of Malo Community Cremation ground at Basnaghat, Ward No.10, Morigaon",2024-11-21,300000,2025-09-06,300000,Vendor Identification,Sanctioned - Not Completed,,,,289,,355.0,644.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2026-2027/141491-Constructionofpubliclibrariesandreadingrooms,Repair and Renovation,Assam,NOWGONG,Pradyut Bordoloi,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),"Repairing of public reading room at Dakhin Solmari near Subahi Muktab, Magurmari GP.",2024-12-02,200000,2026-08-05,200000,Sanction,Sanctioned - Not Completed,,,,611,,22.0,633.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2026-2027/141492-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),"Construction of community hall at Uttar Potakalang Bashah Bazar near Ramjan Ali house, Ambagan GP",2024-12-02,200000,2026-07-16,200000,Vendor Identification,Sanctioned - Not Completed,,,,591,,42.0,633.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2026-2027/141495-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),"Construction of community hall at 5 No. Bogamukh near Abdul Hekim house, Bhurbandha GP",2024-12-02,200000,2026-07-17,200000,Vendor Identification,Sanctioned - Not Completed,,,,592,,41.0,633.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2026-2027/141501-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),"Construction of community hall at Geruamukh, Khatowal GP",2024-12-02,200000,2026-07-17,200000,Sanction,Sanctioned - Not Completed,,,,592,,41.0,633.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
"WS/MP005/2024-2025/145074-Constructionofroads,linkroads,pathwaysoranyotherroadwithorwithoutdrainagesystem",Normal/Others,Gujarat,KHEDA,Devusinh Jesingbhai Chauhan,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),"Construction of C.C Road at Bhalan Para Vistar, Keshaji Mangaji House towards Dasrathbhai Somabhai House",2024-10-01,450000,2025-03-29,450000,Physical Inspection,Completed,2025-04-15,450000.0,Images,179,17.0,,196.0,0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,100.0
"WS/MP18056/2024-2025/141631-Constructionofroads,linkroads,pathwaysoranyotherroadwithorwithoutdrainagesystem",Normal/Others,Gujarat,RAJKOT,PARSHOTTAMBHAI RUPALA,RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),Pavar Block work from Arkot Santhali Road to Primary Taluka School,2024-09-19,500000,2025-01-04,500000,Physical Inspection,Completed,2025-04-01,500000.0,Images,107,87.0,,194.0,0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,100.0
